date,Branch_20
2024-01-01,1219787
2024-01-02,537575
2024-01-03,3421980
2024-01-04,1048940
2024-01-05,6535801
2024-01-06,298769
2024-01-07,512276
2024-01-08,2257455
2024-01-09,2483652
2024-01-10,1219881
2024-01-11,246356
2024-01-12,3479051
2024-01-13,4510366
2024-01-14,330605
2024-01-15,2441055
2024-01-16,837773
2024-01-17,1382916
2024-01-18,2299784
2024-01-19,872665
2024-01-20,306828
2024-01-21,1710312
2024-01-22,3728723
2024-01-23,1959533
2024-01-24,458862
2024-01-25,1215007
2024-01-26,1230799
2024-01-27,809509
2024-01-28,1115248
2024-01-29,1898116
2024-01-30,3140977
2024-01-31,499105
2024-02-01,4388344
2024-02-02,1584108
2024-02-03,1908975
2024-02-04,1924590
2024-02-05,1485361
2024-02-06,5916164
2024-02-07,729468
2024-02-08,2725726
2024-02-09,69927
2024-02-10,239652
2024-02-11,3974803
2024-02-12,35212
2024-02-13,1112337
2024-02-14,1473759
2024-02-15,588989
2024-02-16,2096136
2024-02-17,693979
2024-02-18,2271093
2024-02-19,2705079
2024-02-20,70285
2024-02-21,259055
2024-02-22,134551
2024-02-23,3891048
2024-02-24,3989035
2024-02-25,12679332
2024-02-26,2500305
2024-02-27,1264842
2024-02-28,1774174
2024-02-29,163514
2024-03-01,2314787
2024-03-02,2222214
2024-03-03,1062614
2024-03-04,285431
2024-03-05,51019
2024-03-06,1015943
2024-03-07,5445266
2024-03-08,5942683
2024-03-09,322356
2024-03-10,1687215
2024-03-11,3879849
2024-03-12,1031001
2024-03-13,3068997
2024-03-14,427057
2024-03-15,2053588
2024-03-16,1343694
2024-03-17,1263364
2024-03-18,6640483
2024-03-19,3132572
2024-03-20,83859
2024-03-21,3130158
2024-03-22,4714318
2024-03-23,4369237
2024-03-24,652480
2024-03-25,1108368
2024-03-26,2989386
2024-03-27,4661059
2024-03-28,1790489
2024-03-29,443029
2024-03-30,535961
2024-03-31,8347665
2024-04-01,12095924
2024-04-02,8407177
2024-04-03,1941622
2024-04-04,6066447
2024-04-05,2161305
2024-04-06,6021225
2024-04-07,7693148
2024-04-08,2445698
2024-04-09,8474113
2024-04-10,7182554
2024-04-11,4823675
2024-04-12,3760532
2024-04-13,3211120
2024-04-14,6333258
2024-04-15,3327938
2024-04-16,7631987
2024-04-17,2503471
2024-04-18,518929
2024-04-19,108559
2024-04-20,1041348
2024-04-21,1718770
2024-04-22,3605145
2024-04-23,1395220
2024-04-24,1742678
2024-04-25,39884
2024-04-26,9607349
2024-04-27,2559043
2024-04-28,2563321
2024-04-29,7341911
2024-04-30,629416
2024-05-01,199482
2024-05-02,922903
2024-05-03,4218072
2024-05-04,1934167
2024-05-05,13218307
2024-05-06,1442219
2024-05-07,2740300
2024-05-08,743924
2024-05-09,497896
2024-05-10,1851752
2024-05-11,8118517
2024-05-12,2284631
2024-05-13,4359145
2024-05-14,16274578
2024-05-15,2668058
2024-05-16,2300102
2024-05-17,3912173
2024-05-18,1923999
2024-05-19,2203226
2024-05-20,522111
2024-05-21,1583726
2024-05-22,1214217
2024-05-23,5846522
2024-05-24,429225
2024-05-25,3163901
2024-05-26,2552718
2024-05-27,874013
2024-05-28,1525376
2024-05-29,4308006
2024-05-30,483549
2024-05-31,565647
2024-06-01,5551584
2024-06-02,3664896
2024-06-03,39134
2024-06-04,1120823
2024-06-05,3191255
2024-06-06,6094890
2024-06-07,2086236
2024-06-08,1419783
2024-06-09,2573796
2024-06-10,1592125
2024-06-11,6077041
2024-06-12,9573961
2024-06-13,5055926
2024-06-14,1758357
2024-06-15,5813463
2024-06-16,22421753
2024-06-17,4152409
2024-06-18,8412689
2024-06-19,2438707
2024-06-20,722850
2024-06-21,909389
2024-06-22,1603093
2024-06-23,3844057
2024-06-24,3029447
2024-06-25,4982710
2024-06-26,8807789
2024-06-27,5707417
2024-06-28,4327649
2024-06-29,2948268
2024-06-30,13311344
2024-07-01,14084550
2024-07-02,2725566
2024-07-03,20396165
2024-07-04,1087488
2024-07-05,1082723
2024-07-06,8851255
2024-07-07,363386
2024-07-08,1990030
2024-07-09,24328490
2024-07-10,3425470
2024-07-11,4156867
2024-07-12,17543760
2024-07-13,840450
2024-07-14,6068706
2024-07-15,3126614
2024-07-16,4962632
2024-07-17,6170125
2024-07-18,2252406
2024-07-19,13780008
2024-07-20,5012018
2024-07-21,3200270
2024-07-22,16936237
2024-07-23,11572149
2024-07-24,4574147
2024-07-25,16125076
2024-07-26,5213172
2024-07-27,377282
2024-07-28,6353244
2024-07-29,17701661
2024-07-30,7324566
2024-07-31,1835269
2024-08-01,13584199
