date,Branch_14
2024-01-01,898057
2024-01-02,4796612
2024-01-03,1696963
2024-01-04,1837455
2024-01-05,775417
2024-01-06,2290843
2024-01-07,133539
2024-01-08,4632465
2024-01-09,323868
2024-01-10,15601
2024-01-11,5052948
2024-01-12,2056517
2024-01-13,4127570
2024-01-14,523251
2024-01-15,2099377
2024-01-16,330074
2024-01-17,1870694
2024-01-18,1359699
2024-01-19,283883
2024-01-20,1629481
2024-01-21,3098999
2024-01-22,3097601
2024-01-23,461710
2024-01-24,542932
2024-01-25,3800223
2024-01-26,2636646
2024-01-27,1556750
2024-01-28,4611677
2024-01-29,1028516
2024-01-30,3217224
2024-01-31,1095939
2024-02-01,11085780
2024-02-02,605334
2024-02-03,1026063
2024-02-04,1528577
2024-02-05,1553452
2024-02-06,5542072
2024-02-07,1062786
2024-02-08,1743368
2024-02-09,3288668
2024-02-10,3472156
2024-02-11,61240
2024-02-12,228558
2024-02-13,282803
2024-02-14,2717561
2024-02-15,1243395
2024-02-16,1975488
2024-02-17,1633671
2024-02-18,164473
2024-02-19,1008399
2024-02-20,712213
2024-02-21,64049
2024-02-22,2176145
2024-02-23,1436521
2024-02-24,3797123
2024-02-25,3524885
2024-02-26,897388
2024-02-27,4473376
2024-02-28,339275
2024-02-29,4557064
2024-03-01,6386359
2024-03-02,4786393
2024-03-03,1072169
2024-03-04,4464639
2024-03-05,2114755
2024-03-06,1171799
2024-03-07,2018059
2024-03-08,300417
2024-03-09,1519015
2024-03-10,6933904
2024-03-11,1876427
2024-03-12,4038771
2024-03-13,4993843
2024-03-14,1801466
2024-03-15,811658
2024-03-16,13824536
2024-03-17,1377030
2024-03-18,1380618
2024-03-19,2614939
2024-03-20,811392
2024-03-21,7850077
2024-03-22,553364
2024-03-23,428369
2024-03-24,809918
2024-03-25,1106960
2024-03-26,2119281
2024-03-27,558846
2024-03-28,1103240
2024-03-29,2090002
2024-03-30,5359003
2024-03-31,9289262
2024-04-01,5108913
2024-04-02,1196660
2024-04-03,2802343
2024-04-04,6395599
2024-04-05,523288
2024-04-06,1524965
2024-04-07,536333
2024-04-08,4322345
2024-04-09,5031184
2024-04-10,3426125
2024-04-11,4857234
2024-04-12,4318074
2024-04-13,1778133
2024-04-14,5017831
2024-04-15,4492
2024-04-16,1657249
2024-04-17,3643409
2024-04-18,3099804
2024-04-19,955480
2024-04-20,9554241
2024-04-21,872054
2024-04-22,113333
2024-04-23,5687142
2024-04-24,1411015
2024-04-25,8732918
2024-04-26,1704516
2024-04-27,1304638
2024-04-28,4006120
2024-04-29,1756972
2024-04-30,4002611
2024-05-01,2574241
2024-05-02,4380648
2024-05-03,3609684
2024-05-04,1284498
2024-05-05,1081971
2024-05-06,541418
2024-05-07,1232808
2024-05-08,542949
2024-05-09,494454
2024-05-10,544582
2024-05-11,937076
2024-05-12,5974547
2024-05-13,2159225
2024-05-14,1224664
2024-05-15,14217525
2024-05-16,2640711
2024-05-17,2436247
2024-05-18,2677018
2024-05-19,61900
2024-05-20,5014045
2024-05-21,1988059
2024-05-22,12874473
2024-05-23,49530
2024-05-24,40733
2024-05-25,340747
2024-05-26,5023822
2024-05-27,556531
2024-05-28,1683462
2024-05-29,5020184
2024-05-30,3556552
2024-05-31,2409209
2024-06-01,5952449
2024-06-02,7642364
2024-06-03,331706
2024-06-04,3771670
2024-06-05,1019432
2024-06-06,1764726
2024-06-07,4320935
2024-06-08,19199681
2024-06-09,4318733
2024-06-10,4280690
2024-06-11,5567379
2024-06-12,238314
2024-06-13,1862354
2024-06-14,7038348
2024-06-15,5470594
2024-06-16,5419810
2024-06-17,6893098
2024-06-18,1771131
2024-06-19,11528860
2024-06-20,2170648
2024-06-21,1346213
2024-06-22,2940086
2024-06-23,1281720
2024-06-24,421693
2024-06-25,2246872
2024-06-26,3794469
2024-06-27,2650634
2024-06-28,1941279
2024-06-29,3996005
2024-06-30,3942987
2024-07-01,9034080
2024-07-02,4915972
2024-07-03,1962720
2024-07-04,4651144
2024-07-05,6861499
2024-07-06,294273
2024-07-07,4126485
2024-07-08,4860199
2024-07-09,843285
2024-07-10,3502570
2024-07-11,17408683
2024-07-12,6182212
2024-07-13,461673
2024-07-14,17628297
2024-07-15,3645803
2024-07-16,652401
2024-07-17,4068272
2024-07-18,6594924
2024-07-19,5825726
2024-07-20,912308
2024-07-21,312719
2024-07-22,6106407
2024-07-23,5531597
2024-07-24,17924354
2024-07-25,4116650
2024-07-26,5993815
2024-07-27,403672
2024-07-28,951701
2024-07-29,706193
2024-07-30,7211140
2024-07-31,722307
2024-08-01,3742195
