date,Branch_6
2024-01-01,3402338
2024-01-02,274938
2024-01-03,143099
2024-01-04,3731353
2024-01-05,177364
2024-01-06,697415
2024-01-07,296550
2024-01-08,1683515
2024-01-09,548946
2024-01-10,2011139
2024-01-11,3225572
2024-01-12,124646
2024-01-13,257255
2024-01-14,1174615
2024-01-15,5201548
2024-01-16,168463
2024-01-17,232351
2024-01-18,2288696
2024-01-19,614647
2024-01-20,150102
2024-01-21,3106043
2024-01-22,1290852
2024-01-23,2229364
2024-01-24,3316097
2024-01-25,1501989
2024-01-26,2181982
2024-01-27,939112
2024-01-28,3422941
2024-01-29,2057740
2024-01-30,3167184
2024-01-31,1050051
2024-02-01,1922669
2024-02-02,204888
2024-02-03,946649
2024-02-04,326665
2024-02-05,300608
2024-02-06,2067931
2024-02-07,4037887
2024-02-08,2775428
2024-02-09,1026704
2024-02-10,64419
2024-02-11,938957
2024-02-12,1928041
2024-02-13,4634338
2024-02-14,824904
2024-02-15,328495
2024-02-16,1650407
2024-02-17,68474
2024-02-18,1824575
2024-02-19,238021
2024-02-20,709289
2024-02-21,397487
2024-02-22,2903059
2024-02-23,2298864
2024-02-24,2876490
2024-02-25,140727
2024-02-26,60251
2024-02-27,1674488
2024-02-28,2174055
2024-02-29,3412718
2024-03-01,5719993
2024-03-02,2941746
2024-03-03,2207398
2024-03-04,2147734
2024-03-05,5518183
2024-03-06,8355038
2024-03-07,1881099
2024-03-08,6889668
2024-03-09,2319928
2024-03-10,9666185
2024-03-11,3207031
2024-03-12,6043555
2024-03-13,1109591
2024-03-14,3203790
2024-03-15,2659330
2024-03-16,661497
2024-03-17,2447174
2024-03-18,1696102
2024-03-19,5050058
2024-03-20,48263
2024-03-21,1092498
2024-03-22,639920
2024-03-23,3100967
2024-03-24,2380202
2024-03-25,3695353
2024-03-26,1719491
2024-03-27,280915
2024-03-28,3777703
2024-03-29,5619505
2024-03-30,1185068
2024-03-31,2544677
2024-04-01,1199843
2024-04-02,3152807
2024-04-03,3874347
2024-04-04,1362741
2024-04-05,6172743
2024-04-06,6725770
2024-04-07,5489815
2024-04-08,2138640
2024-04-09,1232304
2024-04-10,448597
2024-04-11,747091
2024-04-12,2030217
2024-04-13,325035
2024-04-14,2163084
2024-04-15,1518383
2024-04-16,2002585
2024-04-17,682937
2024-04-18,5401578
2024-04-19,3938675
2024-04-20,1502742
2024-04-21,674480
2024-04-22,1446378
2024-04-23,4513963
2024-04-24,1277417
2024-04-25,3548128
2024-04-26,4770261
2024-04-27,2746092
2024-04-28,3642941
2024-04-29,781032
2024-04-30,1295346
2024-05-01,4497745
2024-05-02,4449349
2024-05-03,4904990
2024-05-04,6168943
2024-05-05,99720
2024-05-06,267779
2024-05-07,285895
2024-05-08,581035
2024-05-09,591213
2024-05-10,2398907
2024-05-11,1506931
2024-05-12,809364
2024-05-13,844449
2024-05-14,182950
2024-05-15,1224417
2024-05-16,160979
2024-05-17,4854872
2024-05-18,13389822
2024-05-19,10380657
2024-05-20,7480254
2024-05-21,3417092
2024-05-22,11614089
2024-05-23,9244266
2024-05-24,2545701
2024-05-25,971596
2024-05-26,324465
2024-05-27,1728258
2024-05-28,4455551
2024-05-29,1814823
2024-05-30,10719569
2024-05-31,3693109
2024-06-01,16356955
2024-06-02,7364389
2024-06-03,7588985
2024-06-04,7658641
2024-06-05,4789814
2024-06-06,6054173
2024-06-07,6365046
2024-06-08,2730836
2024-06-09,63850
2024-06-10,9024379
2024-06-11,5284647
2024-06-12,2294229
2024-06-13,3981386
2024-06-14,1169918
2024-06-15,533343
2024-06-16,3031526
2024-06-17,3253344
2024-06-18,5704702
2024-06-19,1085152
2024-06-20,898292
2024-06-21,18558164
2024-06-22,2987002
2024-06-23,1216928
2024-06-24,1316423
2024-06-25,3658749
2024-06-26,11856307
2024-06-27,9719388
2024-06-28,3815834
2024-06-29,3940191
2024-06-30,5497440
2024-07-01,14384601
2024-07-02,1282153
2024-07-03,9909094
2024-07-04,7067062
2024-07-05,4028186
2024-07-06,287813
2024-07-07,3832452
2024-07-08,1629104
2024-07-09,1296624
2024-07-10,3636020
2024-07-11,21695964
2024-07-12,1702772
2024-07-13,252089
2024-07-14,7579007
2024-07-15,5765917
2024-07-16,5453723
2024-07-17,1718417
2024-07-18,8121789
2024-07-19,1653697
2024-07-20,2861125
2024-07-21,2524828
2024-07-22,3528655
2024-07-23,5036810
2024-07-24,3216803
2024-07-25,1240477
2024-07-26,2100759
2024-07-27,5697680
2024-07-28,840046
2024-07-29,1349447
2024-07-30,1236806
2024-07-31,3323711
2024-08-01,7318518
