date,Branch_16
2024-01-01,1793524
2024-01-02,2704319
2024-01-03,486518
2024-01-04,2098966
2024-01-05,627959
2024-01-06,689316
2024-01-07,2831733
2024-01-08,141247
2024-01-09,2726147
2024-01-10,137058
2024-01-11,287714
2024-01-12,128092
2024-01-13,6717325
2024-01-14,3505355
2024-01-15,1570717
2024-01-16,2067355
2024-01-17,2486226
2024-01-18,1011769
2024-01-19,338993
2024-01-20,4217610
2024-01-21,655132
2024-01-22,1880517
2024-01-23,884611
2024-01-24,342276
2024-01-25,2619161
2024-01-26,297095
2024-01-27,1942854
2024-01-28,3792590
2024-01-29,5908769
2024-01-30,148829
2024-01-31,1548021
2024-02-01,1738988
2024-02-02,8805199
2024-02-03,1050846
2024-02-04,1745168
2024-02-05,593939
2024-02-06,2189719
2024-02-07,1948377
2024-02-08,5223847
2024-02-09,1168587
2024-02-10,3293403
2024-02-11,53296
2024-02-12,661094
2024-02-13,407793
2024-02-14,319860
2024-02-15,712321
2024-02-16,3713917
2024-02-17,780456
2024-02-18,2883577
2024-02-19,9994117
2024-02-20,1169989
2024-02-21,1857169
2024-02-22,1147752
2024-02-23,272292
2024-02-24,3957489
2024-02-25,1558842
2024-02-26,79224
2024-02-27,506088
2024-02-28,1462762
2024-02-29,5638644
2024-03-01,4262993
2024-03-02,3021966
2024-03-03,3129923
2024-03-04,2235985
2024-03-05,4013905
2024-03-06,2472604
2024-03-07,2532783
2024-03-08,1798266
2024-03-09,3707517
2024-03-10,3341908
2024-03-11,1463276
2024-03-12,2848367
2024-03-13,3183588
2024-03-14,3905589
2024-03-15,3502800
2024-03-16,2311192
2024-03-17,674973
2024-03-18,1071646
2024-03-19,2007496
2024-03-20,410354
2024-03-21,786669
2024-03-22,2610842
2024-03-23,3079074
2024-03-24,13738176
2024-03-25,388983
2024-03-26,216685
2024-03-27,1993981
2024-03-28,65112
2024-03-29,3982989
2024-03-30,2389800
2024-03-31,2478850
2024-04-01,354003
2024-04-02,1602776
2024-04-03,1254478
2024-04-04,11098290
2024-04-05,1608278
2024-04-06,6066460
2024-04-07,1562362
2024-04-08,3253798
2024-04-09,6221064
2024-04-10,1339209
2024-04-11,333149
2024-04-12,2557060
2024-04-13,964313
2024-04-14,2213635
2024-04-15,150555
2024-04-16,37560
2024-04-17,5818929
2024-04-18,3933199
2024-04-19,2352666
2024-04-20,6711416
2024-04-21,1689072
2024-04-22,2204570
2024-04-23,1343512
2024-04-24,5455122
2024-04-25,16953443
2024-04-26,222360
2024-04-27,10473060
2024-04-28,4368985
2024-04-29,351944
2024-04-30,1689957
2024-05-01,2270004
2024-05-02,1575480
2024-05-03,3502676
2024-05-04,1444638
2024-05-05,2763851
2024-05-06,3441859
2024-05-07,5067116
2024-05-08,13029345
2024-05-09,3552610
2024-05-10,160795
2024-05-11,1439792
2024-05-12,1829663
2024-05-13,7408046
2024-05-14,1730961
2024-05-15,1694943
2024-05-16,10033986
2024-05-17,2023145
2024-05-18,7561765
2024-05-19,269378
2024-05-20,4886841
2024-05-21,1434097
2024-05-22,4327883
2024-05-23,931648
2024-05-24,4254976
2024-05-25,7340645
2024-05-26,2771650
2024-05-27,2633846
2024-05-28,6004251
2024-05-29,3431149
2024-05-30,2045034
2024-05-31,4528839
2024-06-01,8443761
2024-06-02,1068400
2024-06-03,2907867
2024-06-04,5747604
2024-06-05,1247026
2024-06-06,6666098
2024-06-07,5827834
2024-06-08,130835
2024-06-09,3897145
2024-06-10,186906
2024-06-11,939782
2024-06-12,2457234
2024-06-13,191817
2024-06-14,2863208
2024-06-15,6841482
2024-06-16,9763157
2024-06-17,1048701
2024-06-18,18445554
2024-06-19,5563593
2024-06-20,29826142
2024-06-21,4581255
2024-06-22,116071
2024-06-23,13040957
2024-06-24,3935452
2024-06-25,9159631
2024-06-26,826800
2024-06-27,16751057
2024-06-28,246464
2024-06-29,1518465
2024-06-30,338489
2024-07-01,582938
2024-07-02,2514962
2024-07-03,2093139
2024-07-04,553781
2024-07-05,1981081
2024-07-06,3630717
2024-07-07,14116468
2024-07-08,540158
2024-07-09,2217768
2024-07-10,948990
2024-07-11,8440511
2024-07-12,305597
2024-07-13,7675823
2024-07-14,6723
2024-07-15,10729556
2024-07-16,664546
2024-07-17,5679233
2024-07-18,496763
2024-07-19,1197988
2024-07-20,24767200
2024-07-21,13915387
2024-07-22,11530960
2024-07-23,8510249
2024-07-24,7459338
2024-07-25,5079559
2024-07-26,2095977
2024-07-27,364420
2024-07-28,5006507
2024-07-29,11057938
2024-07-30,5896370
2024-07-31,8846291
2024-08-01,7086290
