date,Branch_15
2024-01-01,4003155
2024-01-02,4673755
2024-01-03,623601
2024-01-04,793027
2024-01-05,3152516
2024-01-06,1317405
2024-01-07,1351985
2024-01-08,428150
2024-01-09,2302598
2024-01-10,3376028
2024-01-11,998730
2024-01-12,693420
2024-01-13,514714
2024-01-14,4765437
2024-01-15,3632624
2024-01-16,59968
2024-01-17,1234220
2024-01-18,5542275
2024-01-19,281915
2024-01-20,2518086
2024-01-21,84156
2024-01-22,4242411
2024-01-23,544283
2024-01-24,2425570
2024-01-25,672768
2024-01-26,374338
2024-01-27,4703298
2024-01-28,922205
2024-01-29,1244685
2024-01-30,742256
2024-01-31,3440054
2024-02-01,1340627
2024-02-02,5965618
2024-02-03,395039
2024-02-04,1097541
2024-02-05,1998744
2024-02-06,4983309
2024-02-07,2518951
2024-02-08,864303
2024-02-09,499339
2024-02-10,716917
2024-02-11,5059648
2024-02-12,854985
2024-02-13,7318253
2024-02-14,2279230
2024-02-15,1104370
2024-02-16,3495794
2024-02-17,14778
2024-02-18,838323
2024-02-19,546016
2024-02-20,9185995
2024-02-21,4912866
2024-02-22,3049964
2024-02-23,112349
2024-02-24,973108
2024-02-25,2430270
2024-02-26,8503999
2024-02-27,369596
2024-02-28,8467224
2024-02-29,2448864
2024-03-01,2146327
2024-03-02,7605759
2024-03-03,4199214
2024-03-04,1847230
2024-03-05,2595906
2024-03-06,5185441
2024-03-07,112098
2024-03-08,2925401
2024-03-09,1638988
2024-03-10,1145581
2024-03-11,248579
2024-03-12,3517615
2024-03-13,231577
2024-03-14,2515054
2024-03-15,3223027
2024-03-16,4069887
2024-03-17,6537575
2024-03-18,1007057
2024-03-19,189516
2024-03-20,757852
2024-03-21,3639689
2024-03-22,5482925
2024-03-23,335963
2024-03-24,3706471
2024-03-25,955278
2024-03-26,3322512
2024-03-27,1393499
2024-03-28,998867
2024-03-29,1749178
2024-03-30,241628
2024-03-31,692016
2024-04-01,3256296
2024-04-02,719700
2024-04-03,4524464
2024-04-04,876397
2024-04-05,6160785
2024-04-06,2347225
2024-04-07,4480347
2024-04-08,4621579
2024-04-09,889751
2024-04-10,1324851
2024-04-11,2493302
2024-04-12,965113
2024-04-13,2906312
2024-04-14,631772
2024-04-15,2901885
2024-04-16,3321815
2024-04-17,1872380
2024-04-18,4124510
2024-04-19,17206865
2024-04-20,1153310
2024-04-21,239224
2024-04-22,1816853
2024-04-23,2536967
2024-04-24,4580026
2024-04-25,24626
2024-04-26,1702118
2024-04-27,6434229
2024-04-28,966867
2024-04-29,6672961
2024-04-30,2346031
2024-05-01,2103012
2024-05-02,5573625
2024-05-03,4591184
2024-05-04,73689
2024-05-05,1182570
2024-05-06,5676944
2024-05-07,3091045
2024-05-08,7488475
2024-05-09,1816880
2024-05-10,3040860
2024-05-11,2692006
2024-05-12,1394774
2024-05-13,6828048
2024-05-14,1732720
2024-05-15,4761784
2024-05-16,1711587
2024-05-17,8672080
2024-05-18,4827953
2024-05-19,5672833
2024-05-20,5437422
2024-05-21,2368449
2024-05-22,1109234
2024-05-23,2791797
2024-05-24,3987082
2024-05-25,12183413
2024-05-26,7084044
2024-05-27,7224765
2024-05-28,6799312
2024-05-29,2104545
2024-05-30,905187
2024-05-31,9275902
2024-06-01,7164508
2024-06-02,10897903
2024-06-03,2149729
2024-06-04,781386
2024-06-05,1699128
2024-06-06,1190555
2024-06-07,210808
2024-06-08,878030
2024-06-09,8808003
2024-06-10,3066026
2024-06-11,9176704
2024-06-12,143992
2024-06-13,5596999
2024-06-14,16973966
2024-06-15,2972974
2024-06-16,7392929
2024-06-17,645865
2024-06-18,13786311
2024-06-19,8866726
2024-06-20,3508751
2024-06-21,194356
2024-06-22,410816
2024-06-23,1304445
2024-06-24,773177
2024-06-25,2184003
2024-06-26,1198012
2024-06-27,537140
2024-06-28,234883
2024-06-29,11163181
2024-06-30,5988234
2024-07-01,8608600
2024-07-02,4841788
2024-07-03,4528749
2024-07-04,5029072
2024-07-05,1323707
2024-07-06,6356500
2024-07-07,2840957
2024-07-08,10539211
2024-07-09,6644065
2024-07-10,8015746
2024-07-11,5039188
2024-07-12,12567818
2024-07-13,19729651
2024-07-14,2119274
2024-07-15,9255510
2024-07-16,2472887
2024-07-17,5567487
2024-07-18,761080
2024-07-19,3569925
2024-07-20,6243873
2024-07-21,8287172
2024-07-22,3008379
2024-07-23,9812018
2024-07-24,398943
2024-07-25,8896639
2024-07-26,1833505
2024-07-27,834099
2024-07-28,2979434
2024-07-29,1365868
2024-07-30,1827249
2024-07-31,12458236
2024-08-01,12937490
