date,Branch_3
2024-01-01,707880
2024-01-02,464842
2024-01-03,3851268
2024-01-04,3760315
2024-01-05,2921879
2024-01-06,1273386
2024-01-07,5571160
2024-01-08,52795
2024-01-09,3089780
2024-01-10,2798919
2024-01-11,801917
2024-01-12,110980
2024-01-13,23222
2024-01-14,121613
2024-01-15,1063951
2024-01-16,488151
2024-01-17,3183409
2024-01-18,340062
2024-01-19,327310
2024-01-20,3961600
2024-01-21,141915
2024-01-22,2072838
2024-01-23,879751
2024-01-24,196408
2024-01-25,779615
2024-01-26,2951765
2024-01-27,989119
2024-01-28,2131699
2024-01-29,522832
2024-01-30,3331296
2024-01-31,2301191
2024-02-01,4734247
2024-02-02,112244
2024-02-03,4747271
2024-02-04,1267868
2024-02-05,694594
2024-02-06,44672
2024-02-07,2205676
2024-02-08,2762082
2024-02-09,4333325
2024-02-10,371483
2024-02-11,1029604
2024-02-12,2845646
2024-02-13,750539
2024-02-14,476758
2024-02-15,227229
2024-02-16,3503505
2024-02-17,398372
2024-02-18,3543447
2024-02-19,6200189
2024-02-20,191047
2024-02-21,3869533
2024-02-22,744897
2024-02-23,922077
2024-02-24,430140
2024-02-25,1689628
2024-02-26,430751
2024-02-27,4309865
2024-02-28,1425480
2024-02-29,1568011
2024-03-01,84526
2024-03-02,967514
2024-03-03,2400568
2024-03-04,6193759
2024-03-05,2679065
2024-03-06,3327733
2024-03-07,504769
2024-03-08,2824681
2024-03-09,70145
2024-03-10,1378957
2024-03-11,12565339
2024-03-12,1176902
2024-03-13,1510606
2024-03-14,227696
2024-03-15,87206
2024-03-16,144024
2024-03-17,2734563
2024-03-18,6853653
2024-03-19,3201364
2024-03-20,4991473
2024-03-21,795105
2024-03-22,344806
2024-03-23,3345736
2024-03-24,2551718
2024-03-25,2309303
2024-03-26,7023160
2024-03-27,1101621
2024-03-28,2523457
2024-03-29,914342
2024-03-30,11215058
2024-03-31,996152
2024-04-01,503013
2024-04-02,2481138
2024-04-03,715020
2024-04-04,2329533
2024-04-05,1673655
2024-04-06,284904
2024-04-07,608414
2024-04-08,974429
2024-04-09,1587998
2024-04-10,6641982
2024-04-11,6080664
2024-04-12,2594364
2024-04-13,6012638
2024-04-14,1292591
2024-04-15,921340
2024-04-16,2247235
2024-04-17,10367722
2024-04-18,1233658
2024-04-19,652294
2024-04-20,1483897
2024-04-21,1961972
2024-04-22,1652643
2024-04-23,399777
2024-04-24,2100884
2024-04-25,53390
2024-04-26,4392233
2024-04-27,2923873
2024-04-28,13482349
2024-04-29,1721339
2024-04-30,1539046
2024-05-01,12548640
2024-05-02,7174182
2024-05-03,3100521
2024-05-04,4709678
2024-05-05,4342305
2024-05-06,16171299
2024-05-07,2826175
2024-05-08,111142
2024-05-09,212787
2024-05-10,3752926
2024-05-11,16207996
2024-05-12,1048486
2024-05-13,2821799
2024-05-14,3700393
2024-05-15,4595395
2024-05-16,5633574
2024-05-17,3852093
2024-05-18,6956797
2024-05-19,865979
2024-05-20,6444769
2024-05-21,2643273
2024-05-22,3553507
2024-05-23,9361793
2024-05-24,16895514
2024-05-25,5403922
2024-05-26,6214423
2024-05-27,13758338
2024-05-28,4207591
2024-05-29,10305212
2024-05-30,1469084
2024-05-31,1124795
2024-06-01,8524206
2024-06-02,8705180
2024-06-03,4869359
2024-06-04,3419220
2024-06-05,10775403
2024-06-06,6694051
2024-06-07,7585563
2024-06-08,5544225
2024-06-09,1653344
2024-06-10,886077
2024-06-11,3505779
2024-06-12,14471944
2024-06-13,5918241
2024-06-14,439568
2024-06-15,2446293
2024-06-16,1574884
2024-06-17,1041231
2024-06-18,1374632
2024-06-19,4586449
2024-06-20,9789538
2024-06-21,3198237
2024-06-22,1143531
2024-06-23,12844844
2024-06-24,1807921
2024-06-25,4600327
2024-06-26,1361456
2024-06-27,7312194
2024-06-28,3455018
2024-06-29,2702634
2024-06-30,12872218
2024-07-01,3512593
2024-07-02,897293
2024-07-03,842539
2024-07-04,5626653
2024-07-05,4016034
2024-07-06,18691484
2024-07-07,3240485
2024-07-08,3768309
2024-07-09,10777129
2024-07-10,15958087
2024-07-11,7672556
2024-07-12,3720195
2024-07-13,122949
2024-07-14,15058855
2024-07-15,9251296
2024-07-16,5081412
2024-07-17,4115677
2024-07-18,220180
2024-07-19,241529
2024-07-20,416292
2024-07-21,30063979
2024-07-22,3642985
2024-07-23,861386
2024-07-24,5671148
2024-07-25,4655882
2024-07-26,2560425
2024-07-27,3901950
2024-07-28,2177200
2024-07-29,3717409
2024-07-30,1934759
2024-07-31,4921866
2024-08-01,4627782

