date,Branch_8
2024-01-01,1510666
2024-01-02,4340652
2024-01-03,6453888
2024-01-04,968839
2024-01-05,1506836
2024-01-06,3036237
2024-01-07,1847594
2024-01-08,2025500
2024-01-09,1978286
2024-01-10,3333845
2024-01-11,3602225
2024-01-12,6339609
2024-01-13,2130528
2024-01-14,1887619
2024-01-15,932615
2024-01-16,495515
2024-01-17,1565598
2024-01-18,565986
2024-01-19,8052332
2024-01-20,1174671
2024-01-21,528946
2024-01-22,1059369
2024-01-23,11350541
2024-01-24,493015
2024-01-25,121818
2024-01-26,332406
2024-01-27,711888
2024-01-28,822838
2024-01-29,1571086
2024-01-30,204969
2024-01-31,11941
2024-02-01,2093484
2024-02-02,1820282
2024-02-03,4203145
2024-02-04,98271
2024-02-05,1330881
2024-02-06,1944214
2024-02-07,2785901
2024-02-08,4502290
2024-02-09,1357121
2024-02-10,658261
2024-02-11,3877439
2024-02-12,8083637
2024-02-13,144933
2024-02-14,6655279
2024-02-15,7378880
2024-02-16,785987
2024-02-17,318256
2024-02-18,979515
2024-02-19,42518
2024-02-20,363914
2024-02-21,2903067
2024-02-22,5316497
2024-02-23,4033336
2024-02-24,6458388
2024-02-25,392932
2024-02-26,1201952
2024-02-27,441432
2024-02-28,1199888
2024-02-29,510355
2024-03-01,1490374
2024-03-02,259199
2024-03-03,2161864
2024-03-04,480909
2024-03-05,1808757
2024-03-06,8696417
2024-03-07,285481
2024-03-08,808778
2024-03-09,1453724
2024-03-10,1681091
2024-03-11,151646
2024-03-12,4261094
2024-03-13,1357140
2024-03-14,10020832
2024-03-15,1889166
2024-03-16,313153
2024-03-17,6054626
2024-03-18,3973729
2024-03-19,6375237
2024-03-20,5298966
2024-03-21,293826
2024-03-22,1423161
2024-03-23,2539230
2024-03-24,5907515
2024-03-25,12651
2024-03-26,10416
2024-03-27,1425166
2024-03-28,1293788
2024-03-29,4943250
2024-03-30,1013912
2024-03-31,1917494
2024-04-01,3420359
2024-04-02,2873132
2024-04-03,176695
2024-04-04,2058411
2024-04-05,2028976
2024-04-06,2679927
2024-04-07,3854406
2024-04-08,711336
2024-04-09,302086
2024-04-10,2922289
2024-04-11,96282
2024-04-12,3279564
2024-04-13,1984432
2024-04-14,4436806
2024-04-15,3590776
2024-04-16,271681
2024-04-17,2442188
2024-04-18,6573656
2024-04-19,289304
2024-04-20,72318
2024-04-21,3143574
2024-04-22,5976128
2024-04-23,5985604
2024-04-24,3528535
2024-04-25,399361
2024-04-26,4730947
2024-04-27,4855822
2024-04-28,7662696
2024-04-29,303687
2024-04-30,7664831
2024-05-01,413019
2024-05-02,8813367
2024-05-03,12203390
2024-05-04,15522767
2024-05-05,6384578
2024-05-06,869883
2024-05-07,35045
2024-05-08,4594117
2024-05-09,6686935
2024-05-10,1410307
2024-05-11,4550539
2024-05-12,1394672
2024-05-13,7918097
2024-05-14,6929613
2024-05-15,4230858
2024-05-16,3417210
2024-05-17,1249962
2024-05-18,1020262
2024-05-19,8061881
2024-05-20,2769548
2024-05-21,16492175
2024-05-22,370871
2024-05-23,6849556
2024-05-24,6179702
2024-05-25,1145199
2024-05-26,11600333
2024-05-27,110720
2024-05-28,1316091
2024-05-29,2544884
2024-05-30,1430969
2024-05-31,2542210
2024-06-01,5130036
2024-06-02,951759
2024-06-03,27360194
2024-06-04,355421
2024-06-05,3900891
2024-06-06,1783483
2024-06-07,3002283
2024-06-08,316798
2024-06-09,4308518
2024-06-10,2557241
2024-06-11,858159
2024-06-12,3794368
2024-06-13,4831435
2024-06-14,3129289
2024-06-15,13667211
2024-06-16,8512659
2024-06-17,8735674
2024-06-18,4453388
2024-06-19,1404106
2024-06-20,9232229
2024-06-21,5346815
2024-06-22,804684
2024-06-23,4475358
2024-06-24,7829262
2024-06-25,7213637
2024-06-26,8856071
2024-06-27,1681993
2024-06-28,12665610
2024-06-29,2734474
2024-06-30,158509
2024-07-01,7589298
2024-07-02,6406168
2024-07-03,2535515
2024-07-04,2206852
2024-07-05,16977851
2024-07-06,3573998
2024-07-07,11304657
2024-07-08,15153801
2024-07-09,1364988
2024-07-10,1440847
2024-07-11,1062049
2024-07-12,1763619
2024-07-13,4960313
2024-07-14,4504279
2024-07-15,1024775
2024-07-16,581205
2024-07-17,5256715
2024-07-18,1848234
2024-07-19,5408524
2024-07-20,3583194
2024-07-21,10592066
2024-07-22,9408918
2024-07-23,15608809
2024-07-24,12171234
2024-07-25,252253
2024-07-26,9531426
2024-07-27,596885
2024-07-28,4523223
2024-07-29,21741333
2024-07-30,7976578
2024-07-31,3063727
2024-08-01,5449343
