date,Branch_2
2024-01-01,487027
2024-01-02,1807821
2024-01-03,1139071
2024-01-04,1635199
2024-01-05,1468553
2024-01-06,2883180
2024-01-07,119768
2024-01-08,2020719
2024-01-09,636943
2024-01-10,3823076
2024-01-11,1374989
2024-01-12,1773445
2024-01-13,1379933
2024-01-14,7863345
2024-01-15,529342
2024-01-16,27614
2024-01-17,4865863
2024-01-18,1221034
2024-01-19,6144080
2024-01-20,2310799
2024-01-21,5712139
2024-01-22,1616459
2024-01-23,359754
2024-01-24,6675424
2024-01-25,2159167
2024-01-26,4409603
2024-01-27,4162814
2024-01-28,3480236
2024-01-29,326119
2024-01-30,2547020
2024-01-31,1881539
2024-02-01,1043363
2024-02-02,637787
2024-02-03,640358
2024-02-04,838317
2024-02-05,1140913
2024-02-06,765032
2024-02-07,1456282
2024-02-08,929297
2024-02-09,166975
2024-02-10,4837861
2024-02-11,2954201
2024-02-12,843192
2024-02-13,863778
2024-02-14,371755
2024-02-15,2054994
2024-02-16,145614
2024-02-17,3223120
2024-02-18,1818045
2024-02-19,3504905
2024-02-20,554320
2024-02-21,890417
2024-02-22,1872750
2024-02-23,368834
2024-02-24,524076
2024-02-25,2332207
2024-02-26,2033562
2024-02-27,3856935
2024-02-28,4948848
2024-02-29,4910935
2024-03-01,5808803
2024-03-02,79994
2024-03-03,5485787
2024-03-04,4135773
2024-03-05,3058969
2024-03-06,24229
2024-03-07,328287
2024-03-08,712998
2024-03-09,295007
2024-03-10,3716797
2024-03-11,2706724
2024-03-12,617472
2024-03-13,5173829
2024-03-14,980557
2024-03-15,235457
2024-03-16,12757490
2024-03-17,9963741
2024-03-18,3454553
2024-03-19,1041118
2024-03-20,351025
2024-03-21,7805220
2024-03-22,2687768
2024-03-23,691364
2024-03-24,2234221
2024-03-25,3186864
2024-03-26,4137708
2024-03-27,5726609
2024-03-28,6634254
2024-03-29,8604983
2024-03-30,3824196
2024-03-31,1236112
2024-04-01,1785507
2024-04-02,4421664
2024-04-03,5358127
2024-04-04,4255650
2024-04-05,475794
2024-04-06,7608849
2024-04-07,1089813
2024-04-08,5398078
2024-04-09,1525307
2024-04-10,1365222
2024-04-11,2454409
2024-04-12,3019614
2024-04-13,4055215
2024-04-14,40217
2024-04-15,404360
2024-04-16,1786184
2024-04-17,572273
2024-04-18,1086505
2024-04-19,1650222
2024-04-20,10175528
2024-04-21,1988086
2024-04-22,421951
2024-04-23,5824781
2024-04-24,1654064
2024-04-25,7216621
2024-04-26,5850114
2024-04-27,12273862
2024-04-28,3570923
2024-04-29,8117319
2024-04-30,370297
2024-05-01,4072228
2024-05-02,2237928
2024-05-03,2291264
2024-05-04,3045877
2024-05-05,1488383
2024-05-06,5238691
2024-05-07,1527821
2024-05-08,1403920
2024-05-09,2524413
2024-05-10,8021274
2024-05-11,8170158
2024-05-12,2962566
2024-05-13,2652326
2024-05-14,9968193
2024-05-15,3690896
2024-05-16,679991
2024-05-17,3499658
2024-05-18,97195
2024-05-19,10145407
2024-05-20,1985827
2024-05-21,1511219
2024-05-22,13281910
2024-05-23,6418893
2024-05-24,4998688
2024-05-25,8452695
2024-05-26,4388542
2024-05-27,5236396
2024-05-28,791787
2024-05-29,2563250
2024-05-30,1016890
2024-05-31,1210776
2024-06-01,1115431
2024-06-02,8089728
2024-06-03,320966
2024-06-04,5600834
2024-06-05,6253806
2024-06-06,450087
2024-06-07,7980685
2024-06-08,17667079
2024-06-09,3681046
2024-06-10,1680872
2024-06-11,925372
2024-06-12,7247212
2024-06-13,706475
2024-06-14,13739226
2024-06-15,1146578
2024-06-16,4818404
2024-06-17,2226943
2024-06-18,5447792
2024-06-19,513140
2024-06-20,2571081
2024-06-21,1757823
2024-06-22,1980173
2024-06-23,120550
2024-06-24,1626545
2024-06-25,2700889
2024-06-26,1410534
2024-06-27,11399001
2024-06-28,4887810
2024-06-29,5233866
2024-06-30,1725149
2024-07-01,640887
2024-07-02,2647135
2024-07-03,9258715
2024-07-04,2170605
2024-07-05,5881371
2024-07-06,14524058
2024-07-07,16189663
2024-07-08,5402390
2024-07-09,1492670
2024-07-10,18800367
2024-07-11,73463
2024-07-12,5685157
2024-07-13,5587678
2024-07-14,2519541
2024-07-15,116113
2024-07-16,84875
2024-07-17,25519102
2024-07-18,1747724
2024-07-19,9754732
2024-07-20,2697404
2024-07-21,5292493
2024-07-22,6186642
2024-07-23,1954766
2024-07-24,863649
2024-07-25,285530
2024-07-26,9550415
2024-07-27,5339259
2024-07-28,11424172
2024-07-29,4657290
2024-07-30,1479476
2024-07-31,256863
2024-08-01,5646591

