date,Branch_13
2024-01-01,6496081
2024-01-02,788337
2024-01-03,1671468
2024-01-04,1471776
2024-01-05,1443975
2024-01-06,1957156
2024-01-07,2903711
2024-01-08,6384228
2024-01-09,549361
2024-01-10,705855
2024-01-11,1346198
2024-01-12,6271027
2024-01-13,684305
2024-01-14,73784
2024-01-15,2936346
2024-01-16,553762
2024-01-17,202517
2024-01-18,1176921
2024-01-19,162326
2024-01-20,831294
2024-01-21,1398125
2024-01-22,2453805
2024-01-23,744122
2024-01-24,1401199
2024-01-25,890794
2024-01-26,250287
2024-01-27,961367
2024-01-28,3166161
2024-01-29,1758097
2024-01-30,3373016
2024-01-31,1093549
2024-02-01,171460
2024-02-02,508561
2024-02-03,3989236
2024-02-04,6215190
2024-02-05,623104
2024-02-06,354285
2024-02-07,3826955
2024-02-08,3562489
2024-02-09,2048805
2024-02-10,3694844
2024-02-11,657476
2024-02-12,532666
2024-02-13,1470622
2024-02-14,965789
2024-02-15,215527
2024-02-16,2936109
2024-02-17,4116708
2024-02-18,2726226
2024-02-19,1963776
2024-02-20,1126256
2024-02-21,272518
2024-02-22,1658855
2024-02-23,306001
2024-02-24,2938142
2024-02-25,454481
2024-02-26,821644
2024-02-27,2347789
2024-02-28,3591633
2024-02-29,5171259
2024-03-01,10428
2024-03-02,3100966
2024-03-03,7757672
2024-03-04,1894287
2024-03-05,2406422
2024-03-06,1070148
2024-03-07,4141785
2024-03-08,3294815
2024-03-09,3483190
2024-03-10,301274
2024-03-11,548409
2024-03-12,315505
2024-03-13,437721
2024-03-14,6910122
2024-03-15,3414604
2024-03-16,1723375
2024-03-17,88698
2024-03-18,2856006
2024-03-19,2781705
2024-03-20,4289963
2024-03-21,97306
2024-03-22,325853
2024-03-23,104970
2024-03-24,26806
2024-03-25,7653251
2024-03-26,2867151
2024-03-27,2032440
2024-03-28,500188
2024-03-29,3965371
2024-03-30,2135199
2024-03-31,3063783
2024-04-01,290924
2024-04-02,899164
2024-04-03,292085
2024-04-04,5260764
2024-04-05,2903707
2024-04-06,2117157
2024-04-07,3995384
2024-04-08,6098097
2024-04-09,845824
2024-04-10,1346438
2024-04-11,179427
2024-04-12,3189254
2024-04-13,15723062
2024-04-14,476333
2024-04-15,4937736
2024-04-16,4187597
2024-04-17,584674
2024-04-18,1564771
2024-04-19,1763085
2024-04-20,377843
2024-04-21,1209525
2024-04-22,1415299
2024-04-23,1885933
2024-04-24,4694152
2024-04-25,654520
2024-04-26,263193
2024-04-27,1045869
2024-04-28,259996
2024-04-29,260856
2024-04-30,322280
2024-05-01,11655075
2024-05-02,610157
2024-05-03,898048
2024-05-04,532931
2024-05-05,283787
2024-05-06,2941085
2024-05-07,3357895
2024-05-08,8008204
2024-05-09,3970245
2024-05-10,7088941
2024-05-11,5022429
2024-05-12,3054913
2024-05-13,2899067
2024-05-14,17269427
2024-05-15,5576245
2024-05-16,2678438
2024-05-17,3831218
2024-05-18,202081
2024-05-19,11970934
2024-05-20,14118949
2024-05-21,2567459
2024-05-22,58465
2024-05-23,1674471
2024-05-24,5756496
2024-05-25,4498935
2024-05-26,10327172
2024-05-27,13086458
2024-05-28,1701984
2024-05-29,7121731
2024-05-30,2248062
2024-05-31,3146168
2024-06-01,4652831
2024-06-02,2304701
2024-06-03,2171651
2024-06-04,8395558
2024-06-05,1425633
2024-06-06,2204597
2024-06-07,1478843
2024-06-08,6200965
2024-06-09,3652837
2024-06-10,5563031
2024-06-11,3068325
2024-06-12,1956828
2024-06-13,10796458
2024-06-14,17864397
2024-06-15,712918
2024-06-16,4206741
2024-06-17,2901934
2024-06-18,9196374
2024-06-19,3684
2024-06-20,2579619
2024-06-21,14045035
2024-06-22,15885865
2024-06-23,5298581
2024-06-24,277629
2024-06-25,4620575
2024-06-26,6046648
2024-06-27,3655733
2024-06-28,2565588
2024-06-29,3817610
2024-06-30,16926283
2024-07-01,4274774
2024-07-02,12092478
2024-07-03,3840569
2024-07-04,3994045
2024-07-05,8062399
2024-07-06,2620462
2024-07-07,691625
2024-07-08,4146925
2024-07-09,2509465
2024-07-10,1690481
2024-07-11,605512
2024-07-12,931795
2024-07-13,29995462
2024-07-14,6878127
2024-07-15,774122
2024-07-16,1796916
2024-07-17,646745
2024-07-18,7452071
2024-07-19,2581192
2024-07-20,2053303
2024-07-21,5152168
2024-07-22,14586040
2024-07-23,3603537
2024-07-24,98832
2024-07-25,8184446
2024-07-26,858282
2024-07-27,25986768
2024-07-28,18412450
2024-07-29,1872186
2024-07-30,896382
2024-07-31,596429
2024-08-01,217934
