date,Branch_9
2024-01-01,176877
2024-01-02,3474581
2024-01-03,211259
2024-01-04,1106137
2024-01-05,1546602
2024-01-06,2613779
2024-01-07,547825
2024-01-08,1204413
2024-01-09,1643768
2024-01-10,1007561
2024-01-11,221002
2024-01-12,688744
2024-01-13,2787500
2024-01-14,961540
2024-01-15,449721
2024-01-16,3620933
2024-01-17,436160
2024-01-18,346501
2024-01-19,1395994
2024-01-20,700784
2024-01-21,1042101
2024-01-22,647400
2024-01-23,2453548
2024-01-24,309750
2024-01-25,939447
2024-01-26,114390
2024-01-27,2732815
2024-01-28,629238
2024-01-29,582446
2024-01-30,1063421
2024-01-31,1043490
2024-02-01,376808
2024-02-02,2240277
2024-02-03,75083
2024-02-04,731641
2024-02-05,4479692
2024-02-06,2536390
2024-02-07,848549
2024-02-08,344378
2024-02-09,3586579
2024-02-10,4816718
2024-02-11,951523
2024-02-12,2854767
2024-02-13,836459
2024-02-14,4119628
2024-02-15,4692628
2024-02-16,2083961
2024-02-17,941517
2024-02-18,2344535
2024-02-19,38210
2024-02-20,1258252
2024-02-21,2854478
2024-02-22,1236799
2024-02-23,2728929
2024-02-24,125240
2024-02-25,4643521
2024-02-26,3922968
2024-02-27,1820178
2024-02-28,8434685
2024-02-29,103928
2024-03-01,89419
2024-03-02,2935071
2024-03-03,231328
2024-03-04,2952711
2024-03-05,72024
2024-03-06,1382891
2024-03-07,2115874
2024-03-08,4537190
2024-03-09,2646517
2024-03-10,1106138
2024-03-11,2019976
2024-03-12,1699400
2024-03-13,4713728
2024-03-14,2764142
2024-03-15,1246189
2024-03-16,874462
2024-03-17,6713031
2024-03-18,220524
2024-03-19,1700510
2024-03-20,1726515
2024-03-21,2167302
2024-03-22,1455830
2024-03-23,464565
2024-03-24,2891841
2024-03-25,3453437
2024-03-26,3123355
2024-03-27,5383086
2024-03-28,4491947
2024-03-29,1866834
2024-03-30,8461148
2024-03-31,6447512
2024-04-01,3076959
2024-04-02,6566207
2024-04-03,1633876
2024-04-04,464728
2024-04-05,9847909
2024-04-06,4265510
2024-04-07,1726256
2024-04-08,100426
2024-04-09,1413664
2024-04-10,381291
2024-04-11,2385426
2024-04-12,7941504
2024-04-13,2825618
2024-04-14,3757564
2024-04-15,2685462
2024-04-16,308281
2024-04-17,1557392
2024-04-18,8380550
2024-04-19,2048891
2024-04-20,4319876
2024-04-21,5781869
2024-04-22,2749182
2024-04-23,8232297
2024-04-24,2079334
2024-04-25,984240
2024-04-26,6089941
2024-04-27,203787
2024-04-28,2441184
2024-04-29,7506808
2024-04-30,1960066
2024-05-01,5647614
2024-05-02,1009528
2024-05-03,100092
2024-05-04,558280
2024-05-05,6330563
2024-05-06,742370
2024-05-07,4437195
2024-05-08,9837345
2024-05-09,8067077
2024-05-10,5464837
2024-05-11,8125954
2024-05-12,12625093
2024-05-13,951320
2024-05-14,55
2024-05-15,5758061
2024-05-16,1306349
2024-05-17,1206426
2024-05-18,4648479
2024-05-19,1459081
2024-05-20,5649603
2024-05-21,561920
2024-05-22,3509270
2024-05-23,722904
2024-05-24,11016309
2024-05-25,259960
2024-05-26,4017906
2024-05-27,1789812
2024-05-28,1429589
2024-05-29,784103
2024-05-30,709499
2024-05-31,3532423
2024-06-01,3933008
2024-06-02,9067991
2024-06-03,3815448
2024-06-04,7517407
2024-06-05,4514778
2024-06-06,6624259
2024-06-07,167782
2024-06-08,21618973
2024-06-09,6332891
2024-06-10,810698
2024-06-11,5105264
2024-06-12,1447857
2024-06-13,17541874
2024-06-14,1545595
2024-06-15,1311772
2024-06-16,288989
2024-06-17,2150767
2024-06-18,1078582
2024-06-19,1387523
2024-06-20,2437681
2024-06-21,396180
2024-06-22,8892567
2024-06-23,1506824
2024-06-24,11926755
2024-06-25,6002067
2024-06-26,5056684
2024-06-27,46204
2024-06-28,7764809
2024-06-29,9949563
2024-06-30,3081443
2024-07-01,3749594
2024-07-02,15458853
2024-07-03,13121218
2024-07-04,6601966
2024-07-05,653680
2024-07-06,208192
2024-07-07,1752978
2024-07-08,13217305
2024-07-09,5536190
2024-07-10,2658676
2024-07-11,6520559
2024-07-12,6516171
2024-07-13,7089425
2024-07-14,7231531
2024-07-15,703185
2024-07-16,5204501
2024-07-17,5398070
2024-07-18,1135023
2024-07-19,12979296
2024-07-20,10034450
2024-07-21,2642418
2024-07-22,1662583
2024-07-23,7826205
2024-07-24,4940909
2024-07-25,8739906
2024-07-26,14829061
2024-07-27,6897651
2024-07-28,1745985
2024-07-29,6333164
2024-07-30,1143056
2024-07-31,23662581
2024-08-01,6884642
