date,Branch_17
2024-01-01,2848221
2024-01-02,491920
2024-01-03,2319997
2024-01-04,72754
2024-01-05,1149117
2024-01-06,1065508
2024-01-07,2014622
2024-01-08,208725
2024-01-09,7721450
2024-01-10,550743
2024-01-11,356581
2024-01-12,2205395
2024-01-13,24871
2024-01-14,964788
2024-01-15,1153998
2024-01-16,1732195
2024-01-17,1233715
2024-01-18,1705238
2024-01-19,307513
2024-01-20,144269
2024-01-21,2813612
2024-01-22,247812
2024-01-23,501874
2024-01-24,646424
2024-01-25,3269120
2024-01-26,298308
2024-01-27,246756
2024-01-28,258250
2024-01-29,334247
2024-01-30,5187896
2024-01-31,654268
2024-02-01,133442
2024-02-02,1408700
2024-02-03,4831799
2024-02-04,3260973
2024-02-05,298855
2024-02-06,2208345
2024-02-07,3284673
2024-02-08,4908239
2024-02-09,434624
2024-02-10,70340
2024-02-11,5149081
2024-02-12,686095
2024-02-13,4425524
2024-02-14,3238389
2024-02-15,3043880
2024-02-16,2265998
2024-02-17,2213451
2024-02-18,163252
2024-02-19,948666
2024-02-20,4989362
2024-02-21,3084163
2024-02-22,3952104
2024-02-23,1682612
2024-02-24,195958
2024-02-25,1832279
2024-02-26,3904821
2024-02-27,6632245
2024-02-28,651266
2024-02-29,641115
2024-03-01,1277196
2024-03-02,1807215
2024-03-03,1717945
2024-03-04,1018403
2024-03-05,4648559
2024-03-06,1190365
2024-03-07,7638212
2024-03-08,2642876
2024-03-09,3457255
2024-03-10,9127404
2024-03-11,3450322
2024-03-12,85043
2024-03-13,896716
2024-03-14,518572
2024-03-15,549911
2024-03-16,884829
2024-03-17,3507815
2024-03-18,1314105
2024-03-19,447070
2024-03-20,4277489
2024-03-21,8878910
2024-03-22,847055
2024-03-23,4049533
2024-03-24,298641
2024-03-25,880008
2024-03-26,2803291
2024-03-27,325001
2024-03-28,60067
2024-03-29,4418116
2024-03-30,122213
2024-03-31,515389
2024-04-01,2545428
2024-04-02,5653213
2024-04-03,3916049
2024-04-04,409933
2024-04-05,510450
2024-04-06,1405918
2024-04-07,4606882
2024-04-08,897051
2024-04-09,3609957
2024-04-10,5105918
2024-04-11,268934
2024-04-12,391883
2024-04-13,4168714
2024-04-14,3701488
2024-04-15,854403
2024-04-16,3728659
2024-04-17,4705790
2024-04-18,1582954
2024-04-19,4531753
2024-04-20,2826969
2024-04-21,1269329
2024-04-22,727550
2024-04-23,961008
2024-04-24,157359
2024-04-25,3124541
2024-04-26,1396787
2024-04-27,2053910
2024-04-28,6035397
2024-04-29,9939869
2024-04-30,3451276
2024-05-01,869181
2024-05-02,4300256
2024-05-03,5118900
2024-05-04,6172984
2024-05-05,5747074
2024-05-06,1673431
2024-05-07,353027
2024-05-08,3079403
2024-05-09,796706
2024-05-10,3561184
2024-05-11,3465830
2024-05-12,9433055
2024-05-13,1655399
2024-05-14,1251229
2024-05-15,3030433
2024-05-16,6526296
2024-05-17,1412916
2024-05-18,752474
2024-05-19,4028329
2024-05-20,1083838
2024-05-21,1073968
2024-05-22,4708902
2024-05-23,1910058
2024-05-24,4546822
2024-05-25,6583790
2024-05-26,4552183
2024-05-27,5320481
2024-05-28,1418371
2024-05-29,635968
2024-05-30,5955195
2024-05-31,3450143
2024-06-01,2113546
2024-06-02,325562
2024-06-03,5977230
2024-06-04,5006815
2024-06-05,1091593
2024-06-06,1386956
2024-06-07,2068480
2024-06-08,1682486
2024-06-09,3833726
2024-06-10,2067825
2024-06-11,97667
2024-06-12,394395
2024-06-13,1215916
2024-06-14,1612301
2024-06-15,13444653
2024-06-16,1855597
2024-06-17,14507107
2024-06-18,4458089
2024-06-19,7819892
2024-06-20,5666241
2024-06-21,2083728
2024-06-22,10523979
2024-06-23,40770
2024-06-24,709616
2024-06-25,9583551
2024-06-26,5277252
2024-06-27,1027309
2024-06-28,5354506
2024-06-29,2912652
2024-06-30,2581244
2024-07-01,4033626
2024-07-02,6801196
2024-07-03,213175
2024-07-04,12041482
2024-07-05,178473
2024-07-06,26082449
2024-07-07,601919
2024-07-08,326668
2024-07-09,5519364
2024-07-10,11489141
2024-07-11,1763366
2024-07-12,8793639
2024-07-13,7406544
2024-07-14,1917845
2024-07-15,892014
2024-07-16,1272830
2024-07-17,6594055
2024-07-18,943076
2024-07-19,6880422
2024-07-20,3373351
2024-07-21,5159631
2024-07-22,5515850
2024-07-23,1804599
2024-07-24,1457102
2024-07-25,7807884
2024-07-26,2323266
2024-07-27,1656945
2024-07-28,494191
2024-07-29,7836346
2024-07-30,2447141
2024-07-31,9927174
2024-08-01,2584579
